ds,y
2025-09-11 17:48:00,1755
2025-09-11 17:48:30,1776
2025-09-11 17:49:00,1783
2025-09-11 17:49:30,1776
2025-09-11 17:50:00,1735
2025-09-11 17:50:30,1795
2025-09-11 17:51:00,1766
2025-09-11 17:51:30,1812
2025-09-11 17:52:00,1774
2025-09-11 17:52:30,1760
2025-09-11 17:53:00,1712
2025-09-11 17:53:30,1862
2025-09-11 17:54:00,1826
2025-09-11 17:54:30,1854
2025-09-11 17:55:00,1787
2025-09-11 17:55:30,1851
2025-09-11 17:56:00,1788
2025-09-11 17:56:30,1846
2025-09-11 17:57:00,1807
2025-09-11 17:57:30,1811
2025-09-11 17:58:00,1740
2025-09-11 17:58:30,1735
2025-09-11 17:59:00,1877
2025-09-11 17:59:30,1776
2025-09-11 18:00:00,1787
2025-09-11 18:00:30,1867
2025-09-11 18:01:00,1733
2025-09-11 18:01:30,1772
2025-09-11 18:02:00,1826
2025-09-11 18:02:30,1826
2025-09-11 18:03:00,1783
2025-09-11 18:03:30,1824
2025-09-11 18:04:00,1798
2025-09-11 18:04:30,1871
2025-09-11 18:05:00,1838
2025-09-11 18:05:30,1790
2025-09-11 18:06:00,1904
2025-09-11 18:06:30,1843
2025-09-11 18:07:00,1802
2025-09-11 18:07:30,1831
2025-09-11 18:08:00,1841
2025-09-11 18:08:30,1799
2025-09-11 18:09:00,1833
2025-09-11 18:09:30,1912
2025-09-11 18:10:00,1778
2025-09-11 18:10:30,1853
2025-09-11 18:11:00,1913
2025-09-11 18:11:30,1786
2025-09-11 18:12:00,1844
2025-09-11 18:12:30,1899
2025-09-11 18:13:00,1848
2025-09-11 18:13:30,1884
2025-09-11 18:14:00,1810
2025-09-11 18:14:30,1881
2025-09-11 18:15:00,1821
2025-09-11 18:15:30,1953
2025-09-11 18:16:00,1923
2025-09-11 18:16:30,1917
2025-09-11 18:17:00,1903
2025-09-11 18:17:30,1922
2025-09-11 18:18:00,1833
2025-09-11 18:18:30,1827
2025-09-11 18:19:00,1848
2025-09-11 18:19:30,1838
2025-09-11 18:20:00,1859
2025-09-11 18:20:30,1920
2025-09-11 18:21:00,1889
2025-09-11 18:21:30,1872
2025-09-11 18:22:00,1752
2025-09-11 18:22:30,1833
2025-09-11 18:23:00,1878
2025-09-11 18:23:30,1928
2025-09-11 18:24:00,1899
2025-09-11 18:24:30,1892
2025-09-11 18:25:00,1875
2025-09-11 18:25:30,1879
2025-09-11 18:26:00,1777
2025-09-11 18:26:30,1804
2025-09-11 18:27:00,1868
2025-09-11 18:27:30,1836
2025-09-11 18:28:00,1854
2025-09-11 18:28:30,1951
2025-09-11 18:29:00,1872
2025-09-11 18:29:30,1860
2025-09-11 18:30:00,1867
2025-09-11 18:30:30,1921
2025-09-11 18:31:00,1904
2025-09-11 18:31:30,1976
2025-09-11 18:32:00,1929
2025-09-11 18:32:30,1952
2025-09-11 18:33:00,1917
2025-09-11 18:33:30,1858
2025-09-11 18:34:00,1819
2025-09-11 18:34:30,1974
2025-09-11 18:35:00,1881
2025-09-11 18:35:30,1902
2025-09-11 18:36:00,1858
2025-09-11 18:36:30,1852
2025-09-11 18:37:00,1872
2025-09-11 18:37:30,1911
2025-09-11 18:38:00,1909
2025-09-11 18:38:30,1946
2025-09-11 18:39:00,1869
2025-09-11 18:39:30,1872
2025-09-11 18:40:00,1854
2025-09-11 18:40:30,1866
2025-09-11 18:41:00,1941
2025-09-11 18:41:30,1950
2025-09-11 18:42:00,1909
2025-09-11 18:42:30,1864
2025-09-11 18:43:00,1926
2025-09-11 18:43:30,1899
2025-09-11 18:44:00,1793
2025-09-11 18:44:30,1891
2025-09-11 18:45:00,1896
2025-09-11 18:45:30,1822
2025-09-11 18:46:00,1907
2025-09-11 18:46:30,1870
2025-09-11 18:47:00,1843
2025-09-11 18:47:30,1933
2025-09-11 18:48:00,1865
2025-09-11 18:48:30,1906
2025-09-11 18:49:00,1940
2025-09-11 18:49:30,2022
2025-09-11 18:50:00,1841
2025-09-11 18:50:30,1856
2025-09-11 18:51:00,1991
2025-09-11 18:51:30,1862
2025-09-11 18:52:00,1897
2025-09-11 18:52:30,1925
2025-09-11 18:53:00,1904
2025-09-11 18:53:30,1944
2025-09-11 18:54:00,1876
2025-09-11 18:54:30,1928
2025-09-11 18:55:00,1856
2025-09-11 18:55:30,1914
2025-09-11 18:56:00,1922
2025-09-11 18:56:30,1959
2025-09-11 18:57:00,1862
2025-09-11 18:57:30,1951
2025-09-11 18:58:00,1881
2025-09-11 18:58:30,1957
2025-09-11 18:59:00,1892
2025-09-11 18:59:30,1798
2025-09-11 19:00:00,1883
2025-09-11 19:00:30,1867
2025-09-11 19:01:00,1958
2025-09-11 19:01:30,1862
2025-09-11 19:02:00,1863
2025-09-11 19:02:30,1855
2025-09-11 19:03:00,1906
2025-09-11 19:03:30,1893
2025-09-11 19:04:00,1952
2025-09-11 19:04:30,1950
2025-09-11 19:05:00,1858
2025-09-11 19:05:30,1887
2025-09-11 19:06:00,1828
2025-09-11 19:06:30,1957
2025-09-11 19:07:00,1855
2025-09-11 19:07:30,1864
2025-09-11 19:08:00,1909
2025-09-11 19:08:30,1829
2025-09-11 19:09:00,1881
2025-09-11 19:09:30,1873
2025-09-11 19:10:00,1910
2025-09-11 19:10:30,1944
2025-09-11 19:11:00,1872
2025-09-11 19:11:30,1851
2025-09-11 19:12:00,1837
2025-09-11 19:12:30,1907
2025-09-11 19:13:00,1935
2025-09-11 19:13:30,1881
2025-09-11 19:14:00,1897
2025-09-11 19:14:30,1867
2025-09-11 19:15:00,1834
2025-09-11 19:15:30,1928
2025-09-11 19:16:00,1877
2025-09-11 19:16:30,1885
2025-09-11 19:17:00,1868
2025-09-11 19:17:30,1814
2025-09-11 19:18:00,1859
2025-09-11 19:18:30,1953
2025-09-11 19:19:00,1780
2025-09-11 19:19:30,1876
2025-09-11 19:20:00,1817
2025-09-11 19:20:30,1814
2025-09-11 19:21:00,1878
2025-09-11 19:21:30,1873
2025-09-11 19:22:00,1890
2025-09-11 19:22:30,1824
2025-09-11 19:23:00,1870
2025-09-11 19:23:30,1780
2025-09-11 19:24:00,1851
2025-09-11 19:24:30,1809
2025-09-11 19:25:00,1844
2025-09-11 19:25:30,1806
2025-09-11 19:26:00,1803
2025-09-11 19:26:30,1817
2025-09-11 19:27:00,1859
2025-09-11 19:27:30,1836
2025-09-11 19:28:00,1837
2025-09-11 19:28:30,1774
2025-09-11 19:29:00,1802
2025-09-11 19:29:30,1786
2025-09-11 19:30:00,1735
2025-09-11 19:30:30,1838
2025-09-11 19:31:00,1783
2025-09-11 19:31:30,1842
2025-09-11 19:32:00,1832
2025-09-11 19:32:30,1800
2025-09-11 19:33:00,1754
2025-09-11 19:33:30,1832
2025-09-11 19:34:00,1866
2025-09-11 19:34:30,1789
2025-09-11 19:35:00,1810
2025-09-11 19:35:30,1760
2025-09-11 19:36:00,1798
2025-09-11 19:36:30,1799
2025-09-11 19:37:00,1782
2025-09-11 19:37:30,1756
2025-09-11 19:38:00,1793
2025-09-11 19:38:30,1696
2025-09-11 19:39:00,1735
2025-09-11 19:39:30,1758
2025-09-11 19:40:00,1739
2025-09-11 19:40:30,1751
2025-09-11 19:41:00,1738
2025-09-11 19:41:30,1701
2025-09-11 19:42:00,1763
2025-09-11 19:42:30,1719
2025-09-11 19:43:00,1734
2025-09-11 19:43:30,1797
2025-09-11 19:44:00,1727
2025-09-11 19:44:30,1721
2025-09-11 19:45:00,1830
2025-09-11 19:45:30,1736
2025-09-11 19:46:00,1747
2025-09-11 19:46:30,1778
2025-09-11 19:47:00,1698
2025-09-11 19:47:30,1808
2025-09-11 19:48:00,1797
2025-09-11 19:48:30,1721
2025-09-11 19:49:00,1707
2025-09-11 19:49:30,1746
2025-09-11 19:50:00,1719
2025-09-11 19:50:30,1791
2025-09-11 19:51:00,1648
2025-09-11 19:51:30,1706
2025-09-11 19:52:00,1714
2025-09-11 19:52:30,1760
2025-09-11 19:53:00,1783
2025-09-11 19:53:30,1787
2025-09-11 19:54:00,1745
2025-09-11 19:54:30,1704
2025-09-11 19:55:00,1673
2025-09-11 19:55:30,1709
2025-09-11 19:56:00,1682
2025-09-11 19:56:30,1790
2025-09-11 19:57:00,1705
2025-09-11 19:57:30,1661
2025-09-11 19:58:00,1701
2025-09-11 19:58:30,1724
2025-09-11 19:59:00,1660
2025-09-11 19:59:30,1651
2025-09-11 20:00:00,1628
2025-09-11 20:00:30,1714
2025-09-11 20:01:00,1675
2025-09-11 20:01:30,1682
2025-09-11 20:02:00,1708
2025-09-11 20:02:30,1698
2025-09-11 20:03:00,1617
2025-09-11 20:03:30,1698
2025-09-11 20:04:00,1641
2025-09-11 20:04:30,1618
2025-09-11 20:05:00,1608
2025-09-11 20:05:30,1682
2025-09-11 20:06:00,1648
2025-09-11 20:06:30,1677
2025-09-11 20:07:00,1598
2025-09-11 20:07:30,1674
2025-09-11 20:08:00,1563
2025-09-11 20:08:30,1582
2025-09-11 20:09:00,1570
2025-09-11 20:09:30,1599
2025-09-11 20:10:00,1640
2025-09-11 20:10:30,1567
2025-09-11 20:11:00,1543
2025-09-11 20:11:30,1573
2025-09-11 20:12:00,1594
2025-09-11 20:12:30,1576
2025-09-11 20:13:00,1557
2025-09-11 20:13:30,1577
2025-09-11 20:14:00,1587
2025-09-11 20:14:30,1524
2025-09-11 20:15:00,1529
2025-09-11 20:15:30,1545
2025-09-11 20:16:00,1627
2025-09-11 20:16:30,1572
2025-09-11 20:17:00,1574
2025-09-11 20:17:30,1546
2025-09-11 20:18:00,1507
2025-09-11 20:18:30,1566
2025-09-11 20:19:00,1529
2025-09-11 20:19:30,1538
2025-09-11 20:20:00,1578
2025-09-11 20:20:30,1511
2025-09-11 20:21:00,1484
2025-09-11 20:21:30,1587
2025-09-11 20:22:00,1555
2025-09-11 20:22:30,1581
2025-09-11 20:23:00,1540
2025-09-11 20:23:30,1555
2025-09-11 20:24:00,1486
2025-09-11 20:24:30,1560
2025-09-11 20:25:00,1524
2025-09-11 20:25:30,1496
2025-09-11 20:26:00,1507
2025-09-11 20:26:30,1538
2025-09-11 20:27:00,1506
2025-09-11 20:27:30,1542
2025-09-11 20:28:00,1511
2025-09-11 20:28:30,1501
2025-09-11 20:29:00,1502
2025-09-11 20:29:30,1453
2025-09-11 20:30:00,1500
2025-09-11 20:30:30,1537
2025-09-11 20:31:00,1487
2025-09-11 20:31:30,1525
2025-09-11 20:32:00,1482
2025-09-11 20:32:30,1410
2025-09-11 20:33:00,1506
2025-09-11 20:33:30,1533
2025-09-11 20:34:00,1442
2025-09-11 20:34:30,1478
2025-09-11 20:35:00,1511
2025-09-11 20:35:30,1449
2025-09-11 20:36:00,1496
2025-09-11 20:36:30,1484
2025-09-11 20:37:00,1447
2025-09-11 20:37:30,1437
2025-09-11 20:38:00,1442
2025-09-11 20:38:30,1486
2025-09-11 20:39:00,1421
2025-09-11 20:39:30,1369
2025-09-11 20:40:00,1375
2025-09-11 20:40:30,1495
2025-09-11 20:41:00,1431
2025-09-11 20:41:30,1439
2025-09-11 20:42:00,1372
2025-09-11 20:42:30,1361
2025-09-11 20:43:00,1401
2025-09-11 20:43:30,1390
2025-09-11 20:44:00,1426
2025-09-11 20:44:30,1357
2025-09-11 20:45:00,1328
2025-09-11 20:45:30,1416
2025-09-11 20:46:00,1350
2025-09-11 20:46:30,1379
2025-09-11 20:47:00,1318
2025-09-11 20:47:30,1350
2025-09-11 20:48:00,1397
2025-09-11 20:48:30,1359
2025-09-11 20:49:00,1331
2025-09-11 20:49:30,1385
2025-09-11 20:50:00,1364
2025-09-11 20:50:30,1367
2025-09-11 20:51:00,1279
2025-09-11 20:51:30,1371
2025-09-11 20:52:00,1309
2025-09-11 20:52:30,1294
2025-09-11 20:53:00,1354
2025-09-11 20:53:30,1338
2025-09-11 20:54:00,1294
2025-09-11 20:54:30,1274
2025-09-11 20:55:00,1323
2025-09-11 20:55:30,1268
2025-09-11 20:56:00,1277
2025-09-11 20:56:30,1314
2025-09-11 20:57:00,1263
2025-09-11 20:57:30,1347
2025-09-11 20:58:00,1352
2025-09-11 20:58:30,1313
2025-09-11 20:59:00,1345
2025-09-11 20:59:30,1227
2025-09-11 21:00:00,1242
2025-09-11 21:00:30,1260
2025-09-11 21:01:00,1314
2025-09-11 21:01:30,1199
2025-09-11 21:02:00,1196
2025-09-11 21:02:30,1229
2025-09-11 21:03:00,1355
2025-09-11 21:03:30,1291
2025-09-11 21:04:00,1283
2025-09-11 21:04:30,1275
2025-09-11 21:05:00,1220
2025-09-11 21:05:30,1202
2025-09-11 21:06:00,1283
2025-09-11 21:06:30,1233
2025-09-11 21:07:00,1260
2025-09-11 21:07:30,1221
2025-09-11 21:08:00,1233
2025-09-11 21:08:30,1153
2025-09-11 21:09:00,1231
2025-09-11 21:09:30,1193
2025-09-11 21:10:00,1206
2025-09-11 21:10:30,1198
2025-09-11 21:11:00,1154
2025-09-11 21:11:30,1233
2025-09-11 21:12:00,1177
2025-09-11 21:12:30,1152
2025-09-11 21:13:00,1186
2025-09-11 21:13:30,1179
2025-09-11 21:14:00,1138
2025-09-11 21:14:30,1162
2025-09-11 21:15:00,1254
2025-09-11 21:15:30,1189
2025-09-11 21:16:00,1137
2025-09-11 21:16:30,1111
2025-09-11 21:17:00,1149
2025-09-11 21:17:30,1120
2025-09-11 21:18:00,1163
2025-09-11 21:18:30,1196
2025-09-11 21:19:00,1136
2025-09-11 21:19:30,1124
2025-09-11 21:20:00,1135
2025-09-11 21:20:30,1146
2025-09-11 21:21:00,1109
2025-09-11 21:21:30,1138
2025-09-11 21:22:00,1102
2025-09-11 21:22:30,1158
2025-09-11 21:23:00,1052
2025-09-11 21:23:30,1132
2025-09-11 21:24:00,1140
2025-09-11 21:24:30,1123
2025-09-11 21:25:00,1120
2025-09-11 21:25:30,1078
2025-09-11 21:26:00,1105
2025-09-11 21:26:30,1054
2025-09-11 21:27:00,1049
2025-09-11 21:27:30,1069
2025-09-11 21:28:00,1086
2025-09-11 21:28:30,1062
2025-09-11 21:29:00,1110
2025-09-11 21:29:30,1050
2025-09-11 21:30:00,1075
2025-09-11 21:30:30,1093
2025-09-11 21:31:00,1066
2025-09-11 21:31:30,1064
2025-09-11 21:32:00,1052
2025-09-11 21:32:30,1039
2025-09-11 21:33:00,1074
2025-09-11 21:33:30,1058
2025-09-11 21:34:00,1020
2025-09-11 21:34:30,1025
2025-09-11 21:35:00,1054
2025-09-11 21:35:30,1026
2025-09-11 21:36:00,995
2025-09-11 21:36:30,982
2025-09-11 21:37:00,1011
2025-09-11 21:37:30,1010
2025-09-11 21:38:00,1008
2025-09-11 21:38:30,1102
2025-09-11 21:39:00,1018
2025-09-11 21:39:30,990
2025-09-11 21:40:00,1018
2025-09-11 21:40:30,993
2025-09-11 21:41:00,973
2025-09-11 21:41:30,956
2025-09-11 21:42:00,972
2025-09-11 21:42:30,1023
2025-09-11 21:43:00,948
2025-09-11 21:43:30,945
2025-09-11 21:44:00,973
2025-09-11 21:44:30,923
2025-09-11 21:45:00,900
2025-09-11 21:45:30,929
2025-09-11 21:46:00,978
2025-09-11 21:46:30,962
2025-09-11 21:47:00,957
2025-09-11 21:47:30,949
2025-09-11 21:48:00,921
2025-09-11 21:48:30,927
2025-09-11 21:49:00,987
2025-09-11 21:49:30,955
2025-09-11 21:50:00,908
2025-09-11 21:50:30,926
2025-09-11 21:51:00,915
2025-09-11 21:51:30,898
2025-09-11 21:52:00,899
2025-09-11 21:52:30,867
2025-09-11 21:53:00,876
2025-09-11 21:53:30,903
2025-09-11 21:54:00,944
2025-09-11 21:54:30,894
2025-09-11 21:55:00,912
2025-09-11 21:55:30,861
2025-09-11 21:56:00,893
2025-09-11 21:56:30,861
2025-09-11 21:57:00,906
2025-09-11 21:57:30,922
2025-09-11 21:58:00,822
2025-09-11 21:58:30,864
2025-09-11 21:59:00,858
2025-09-11 21:59:30,834
2025-09-11 22:00:00,890
2025-09-11 22:00:30,854
2025-09-11 22:01:00,877
2025-09-11 22:01:30,880
2025-09-11 22:02:00,856
2025-09-11 22:02:30,802
2025-09-11 22:03:00,818
2025-09-11 22:03:30,845
2025-09-11 22:04:00,779
2025-09-11 22:04:30,834
2025-09-11 22:05:00,824
2025-09-11 22:05:30,807
2025-09-11 22:06:00,740
2025-09-11 22:06:30,864
2025-09-11 22:07:00,808
2025-09-11 22:07:30,771
2025-09-11 22:08:00,847
2025-09-11 22:08:30,826
2025-09-11 22:09:00,804
2025-09-11 22:09:30,827
2025-09-11 22:10:00,783
2025-09-11 22:10:30,775
2025-09-11 22:11:00,756
2025-09-11 22:11:30,800
2025-09-11 22:12:00,775
2025-09-11 22:12:30,775
2025-09-11 22:13:00,795
2025-09-11 22:13:30,823
2025-09-11 22:14:00,744
2025-09-11 22:14:30,762
2025-09-11 22:15:00,747
2025-09-11 22:15:30,774
2025-09-11 22:16:00,794
2025-09-11 22:16:30,766
2025-09-11 22:17:00,774
2025-09-11 22:17:30,750
2025-09-11 22:18:00,745
2025-09-11 22:18:30,749
2025-09-11 22:19:00,705
2025-09-11 22:19:30,722
2025-09-11 22:20:00,738
2025-09-11 22:20:30,733
2025-09-11 22:21:00,696
2025-09-11 22:21:30,765
2025-09-11 22:22:00,689
2025-09-11 22:22:30,727
2025-09-11 22:23:00,683
2025-09-11 22:23:30,742
2025-09-11 22:24:00,729
2025-09-11 22:24:30,695
2025-09-11 22:25:00,691
2025-09-11 22:25:30,671
2025-09-11 22:26:00,670
2025-09-11 22:26:30,715
2025-09-11 22:27:00,652
2025-09-11 22:27:30,686
2025-09-11 22:28:00,667
2025-09-11 22:28:30,675
2025-09-11 22:29:00,704
2025-09-11 22:29:30,665
2025-09-11 22:30:00,668
2025-09-11 22:30:30,691
2025-09-11 22:31:00,628
2025-09-11 22:31:30,687
2025-09-11 22:32:00,672
2025-09-11 22:32:30,663
2025-09-11 22:33:00,638
2025-09-11 22:33:30,679
2025-09-11 22:34:00,617
2025-09-11 22:34:30,623
2025-09-11 22:35:00,593
2025-09-11 22:35:30,621
2025-09-11 22:36:00,601
2025-09-11 22:36:30,601
2025-09-11 22:37:00,583
2025-09-11 22:37:30,674
2025-09-11 22:38:00,616
2025-09-11 22:38:30,612
2025-09-11 22:39:00,582
2025-09-11 22:39:30,598
2025-09-11 22:40:00,585
2025-09-11 22:40:30,625
2025-09-11 22:41:00,594
2025-09-11 22:41:30,603
2025-09-11 22:42:00,582
2025-09-11 22:42:30,607
2025-09-11 22:43:00,597
2025-09-11 22:43:30,544
2025-09-11 22:44:00,598
2025-09-11 22:44:30,610
2025-09-11 22:45:00,574
2025-09-11 22:45:30,590
2025-09-11 22:46:00,583
2025-09-11 22:46:30,610
2025-09-11 22:47:00,552
2025-09-11 22:47:30,595
2025-09-11 22:48:00,562
2025-09-11 22:48:30,529
2025-09-11 22:49:00,577
2025-09-11 22:49:30,518
2025-09-11 22:50:00,533
2025-09-11 22:50:30,545
2025-09-11 22:51:00,523
2025-09-11 22:51:30,582
2025-09-11 22:52:00,536
2025-09-11 22:52:30,510
2025-09-11 22:53:00,527
2025-09-11 22:53:30,511
2025-09-11 22:54:00,519
2025-09-11 22:54:30,513
2025-09-11 22:55:00,491
2025-09-11 22:55:30,499
2025-09-11 22:56:00,510
2025-09-11 22:56:30,544
2025-09-11 22:57:00,509
2025-09-11 22:57:30,480
2025-09-11 22:58:00,519
2025-09-11 22:58:30,498
2025-09-11 22:59:00,483
2025-09-11 22:59:30,519
2025-09-11 23:00:00,485
2025-09-11 23:00:30,510
2025-09-11 23:01:00,479
2025-09-11 23:01:30,491
2025-09-11 23:02:00,463
2025-09-11 23:02:30,495
2025-09-11 23:03:00,471
2025-09-11 23:03:30,469
2025-09-11 23:04:00,478
2025-09-11 23:04:30,451
2025-09-11 23:05:00,491
2025-09-11 23:05:30,484
2025-09-11 23:06:00,464
2025-09-11 23:06:30,450
2025-09-11 23:07:00,443
2025-09-11 23:07:30,464
2025-09-11 23:08:00,464
2025-09-11 23:08:30,429
2025-09-11 23:09:00,439
2025-09-11 23:09:30,424
2025-09-11 23:10:00,423
2025-09-11 23:10:30,433
2025-09-11 23:11:00,415
2025-09-11 23:11:30,421
2025-09-11 23:12:00,430
2025-09-11 23:12:30,422
2025-09-11 23:13:00,461
2025-09-11 23:13:30,407
2025-09-11 23:14:00,481
2025-09-11 23:14:30,406
2025-09-11 23:15:00,371
2025-09-11 23:15:30,407
2025-09-11 23:16:00,411
2025-09-11 23:16:30,420
2025-09-11 23:17:00,419
2025-09-11 23:17:30,378
2025-09-11 23:18:00,402
2025-09-11 23:18:30,410
2025-09-11 23:19:00,392
2025-09-11 23:19:30,424
2025-09-11 23:20:00,393
2025-09-11 23:20:30,394
2025-09-11 23:21:00,428
2025-09-11 23:21:30,358
2025-09-11 23:22:00,405
2025-09-11 23:22:30,385
2025-09-11 23:23:00,403
2025-09-11 23:23:30,373
2025-09-11 23:24:00,376
2025-09-11 23:24:30,423
2025-09-11 23:25:00,359
2025-09-11 23:25:30,364
2025-09-11 23:26:00,365
2025-09-11 23:26:30,345
2025-09-11 23:27:00,362
2025-09-11 23:27:30,349
2025-09-11 23:28:00,375
2025-09-11 23:28:30,342
2025-09-11 23:29:00,321
2025-09-11 23:29:30,366
2025-09-11 23:30:00,354
2025-09-11 23:30:30,359
2025-09-11 23:31:00,337
2025-09-11 23:31:30,356
2025-09-11 23:32:00,303
2025-09-11 23:32:30,323
2025-09-11 23:33:00,348
2025-09-11 23:33:30,321
2025-09-11 23:34:00,306
2025-09-11 23:34:30,357
2025-09-11 23:35:00,344
2025-09-11 23:35:30,323
2025-09-11 23:36:00,334
2025-09-11 23:36:30,312
2025-09-11 23:37:00,337
2025-09-11 23:37:30,317
2025-09-11 23:38:00,327
2025-09-11 23:38:30,310
2025-09-11 23:39:00,314
2025-09-11 23:39:30,317
2025-09-11 23:40:00,314
2025-09-11 23:40:30,306
2025-09-11 23:41:00,299
2025-09-11 23:41:30,289
2025-09-11 23:42:00,293
2025-09-11 23:42:30,276
2025-09-11 23:43:00,307
2025-09-11 23:43:30,294
2025-09-11 23:44:00,284
2025-09-11 23:44:30,260
2025-09-11 23:45:00,296
2025-09-11 23:45:30,273
2025-09-11 23:46:00,263
2025-09-11 23:46:30,276
2025-09-11 23:47:00,248
2025-09-11 23:47:30,284
2025-09-11 23:48:00,255
2025-09-11 23:48:30,287
2025-09-11 23:49:00,256
2025-09-11 23:49:30,254
2025-09-11 23:50:00,230
2025-09-11 23:50:30,267
2025-09-11 23:51:00,286
2025-09-11 23:51:30,266
2025-09-11 23:52:00,238
2025-09-11 23:52:30,259
2025-09-11 23:53:00,225
2025-09-11 23:53:30,248
2025-09-11 23:54:00,273
2025-09-11 23:54:30,250
2025-09-11 23:55:00,266
2025-09-11 23:55:30,269
2025-09-11 23:56:00,276
2025-09-11 23:56:30,230
2025-09-11 23:57:00,273
2025-09-11 23:57:30,230
2025-09-11 23:58:00,219
2025-09-11 23:58:30,199
2025-09-11 23:59:00,246
2025-09-11 23:59:30,248
2025-09-12 00:00:00,0
2025-09-12 00:00:30,1
2025-09-12 00:01:00,0
2025-09-12 00:01:30,1
2025-09-12 00:02:00,0
2025-09-12 00:02:30,0
2025-09-12 00:03:00,0
2025-09-12 00:03:30,0
2025-09-12 00:04:00,0
2025-09-12 00:04:30,0
2025-09-12 00:05:00,1
2025-09-12 00:05:30,0
2025-09-12 00:06:00,1
2025-09-12 00:06:30,0
2025-09-12 00:07:00,1
2025-09-12 00:07:30,0
2025-09-12 00:08:00,0
2025-09-12 00:08:30,2
2025-09-12 00:09:00,0
2025-09-12 00:09:30,0
2025-09-12 00:10:00,0
2025-09-12 00:10:30,0
2025-09-12 00:11:00,2
2025-09-12 00:11:30,1
2025-09-12 00:12:00,1
2025-09-12 00:12:30,0
2025-09-12 00:13:00,0
2025-09-12 00:13:30,0
2025-09-12 00:14:00,2
2025-09-12 00:14:30,1
2025-09-12 00:15:00,1
2025-09-12 00:15:30,0
2025-09-12 00:16:00,1
2025-09-12 00:16:30,1
2025-09-12 00:17:00,1
2025-09-12 00:17:30,0
2025-09-12 00:18:00,0
2025-09-12 00:18:30,0
2025-09-12 00:19:00,0
2025-09-12 00:19:30,0
2025-09-12 00:20:00,1
2025-09-12 00:20:30,0
2025-09-12 00:21:00,2
2025-09-12 00:21:30,0
2025-09-12 00:22:00,0
2025-09-12 00:22:30,0
2025-09-12 00:23:00,0
2025-09-12 00:23:30,1
2025-09-12 00:24:00,0
2025-09-12 00:24:30,0
2025-09-12 00:25:00,0
2025-09-12 00:25:30,2
2025-09-12 00:26:00,0
2025-09-12 00:26:30,1
2025-09-12 00:27:00,0
2025-09-12 00:27:30,1
2025-09-12 00:28:00,1
2025-09-12 00:28:30,0
2025-09-12 00:29:00,0
2025-09-12 00:29:30,1
2025-09-12 00:30:00,0
2025-09-12 00:30:30,1
2025-09-12 00:31:00,0
2025-09-12 00:31:30,0
2025-09-12 00:32:00,1
2025-09-12 00:32:30,2
2025-09-12 00:33:00,0
2025-09-12 00:33:30,0
2025-09-12 00:34:00,0
2025-09-12 00:34:30,0
2025-09-12 00:35:00,1
2025-09-12 00:35:30,1
2025-09-12 00:36:00,1
2025-09-12 00:36:30,1
2025-09-12 00:37:00,0
2025-09-12 00:37:30,1
2025-09-12 00:38:00,0
2025-09-12 00:38:30,0
2025-09-12 00:39:00,1
2025-09-12 00:39:30,0
2025-09-12 00:40:00,1
2025-09-12 00:40:30,1
2025-09-12 00:41:00,0
2025-09-12 00:41:30,0
2025-09-12 00:42:00,1
2025-09-12 00:42:30,0
2025-09-12 00:43:00,0
2025-09-12 00:43:30,1
2025-09-12 00:44:00,0
2025-09-12 00:44:30,3
2025-09-12 00:45:00,0
2025-09-12 00:45:30,0
2025-09-12 00:46:00,1
2025-09-12 00:46:30,0
2025-09-12 00:47:00,0
2025-09-12 00:47:30,2
2025-09-12 00:48:00,0
2025-09-12 00:48:30,1
2025-09-12 00:49:00,0
2025-09-12 00:49:30,1
2025-09-12 00:50:00,0
2025-09-12 00:50:30,1
2025-09-12 00:51:00,0
2025-09-12 00:51:30,1
2025-09-12 00:52:00,0
2025-09-12 00:52:30,1
2025-09-12 00:53:00,0
2025-09-12 00:53:30,0
2025-09-12 00:54:00,0
2025-09-12 00:54:30,2
2025-09-12 00:55:00,0
2025-09-12 00:55:30,0
2025-09-12 00:56:00,0
2025-09-12 00:56:30,1
2025-09-12 00:57:00,1
2025-09-12 00:57:30,1
2025-09-12 00:58:00,2
2025-09-12 00:58:30,1
2025-09-12 00:59:00,0
2025-09-12 00:59:30,0
2025-09-12 01:00:00,0
2025-09-12 01:00:30,0
2025-09-12 01:01:00,0
2025-09-12 01:01:30,0
2025-09-12 01:02:00,2
2025-09-12 01:02:30,0
2025-09-12 01:03:00,1
2025-09-12 01:03:30,1
2025-09-12 01:04:00,1
2025-09-12 01:04:30,1
2025-09-12 01:05:00,0
2025-09-12 01:05:30,0
2025-09-12 01:06:00,0
2025-09-12 01:06:30,0
2025-09-12 01:07:00,0
2025-09-12 01:07:30,0
2025-09-12 01:08:00,1
2025-09-12 01:08:30,1
2025-09-12 01:09:00,0
2025-09-12 01:09:30,1
2025-09-12 01:10:00,2
2025-09-12 01:10:30,0
2025-09-12 01:11:00,2
2025-09-12 01:11:30,0
2025-09-12 01:12:00,1
2025-09-12 01:12:30,0
2025-09-12 01:13:00,2
2025-09-12 01:13:30,0
2025-09-12 01:14:00,1
2025-09-12 01:14:30,0
2025-09-12 01:15:00,2
2025-09-12 01:15:30,2
2025-09-12 01:16:00,1
2025-09-12 01:16:30,3
2025-09-12 01:17:00,0
2025-09-12 01:17:30,0
2025-09-12 01:18:00,0
2025-09-12 01:18:30,0
